year,year_approval_count,drug_name,active_ingredient,approval_date,approved_use,drug_link,press_release,drug_trials_snapshot
2013,23,Imbruvica,ibrutinib,2013-11-13,"To treat patients with mantle cell lymphoma (MCL), a rare and aggressive type of blood cancer.Press Release",https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=205552&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm374761.htm,
2013,24,Luzu,luliconozole,2013-11-14,"For the topical treatment of interdigital tinea pedis, tinea cruris, and tinea corporis caused by the organisms Trichophyton rubrum and Epidermophyton floccosum, in patients 18 years of age and older.",https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204153&SearchType=BasicSearch,,
2013,25,Olysio,simeprevir,2013-11-22,To treat chronic hepatitis C virus infection.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=205123&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm376449.htm,
2013,26,Sovaldi,sofosbuvir,2013-12-06,To treat chronic hepatitis C virus (HCV) infection.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204671&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm377888.htm,
2013,27,Anoro Ellipta,umeclidinium and vilanterol inhalation powder,2013-12-18,"For the once-daily, long-term maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD).Press Release",,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm379057.htm,
2014,1,Farxiga,dapaglifozin,2014-01-08,"To improve glycemic control, along with diet and exercise, in adults with type 2 diabetesPress Release",https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=202293&DrugName=FARXIGA&ActiveIngred=DAPAGLIFLOZIN&SponsorApplicant=BRISTOL%20MYERS%20SQUIBB&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm380829.htm,
2014,2,Hetlioz,tasimelteon,2014-01-31,To treat non-24- hour sleep-wake disorder (“non-24”) in totally blind individuals. Non-24 is a chronic circadian rhythm (body clock) disorder in the blind that causes problems with the timing of sleep.Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205677&DrugName=HETLIOZ&ActiveIngred=TASIMELTEON&SponsorApplicant=VANDA%20PHARMACEUTICALS%20INC&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm384092.htm,
2014,3,Vimizim,elosulfase alfa,2014-02-14,Treatment for Mucopolysaccharidosis Type IVA (Morquio A syndrome)Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125460&DrugName=VIMIZIM&ActiveIngred=ELOSULFASE%20ALFA&SponsorApplicant=BIOMARIN%20PHARM&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm386008.htm,
2014,4,Northera,droxidopa,2014-02-18,To treat neurogenic orthostatic hypotension (NOH)Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=203202&DrugName=NORTHERA&ActiveIngred=DROXIDOPA&SponsorApplicant=CHELSEA%20THERAPS%20INC&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm386311.htm,
2014,5,Myalept,metreleptin for injection,2014-02-24,To treat the complications of leptin deficiencyPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125390&DrugName=MYALEPT&ActiveIngred=METRELEPTIN&SponsorApplicant=AMYLIN%20PHARMS%20LLC&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm387060.htm,
2014,6,Neuraceq,florbetaben F 18 injection,2014-03-19,For Positron EmissionTomography (PET) imaging of the brain,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204677&DrugName=NEURACEQ&ActiveIngred=FLORBETABEN%20F%2D18&SponsorApplicant=PIRAMAL%20IMAGING&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,7,Impavido,miltefosine,2014-03-19,To treat a tropical disease called leishmaniasisPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204684&DrugName=IMPAVIDO&ActiveIngred=MILTEFOSINE&SponsorApplicant=PALADIN%20THERAP&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm389671.htm,
2014,8,Otezla,apremilast,2014-03-21,To treat adults with active psoriatic arthritis (PsA)Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205437&DrugName=OTEZLA&ActiveIngred=APREMILAST&SponsorApplicant=CELGENE%20CORP&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm390091.htm,
2014,9,Tanzeum,albiglutide,2014-04-15,"To improve glycemic control, along with diet and exercise, in adults with type 2 diabetesPress Release",https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125431&DrugName=TANZEUM&ActiveIngred=ALBIGLUTIDE&SponsorApplicant=GLAXOSMITHKLINE%20LLC&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm393289.htm,
2014,10,Cyramza,ramucirumab,2014-04-21,To treat patients with advanced stomach cancer or gastroesophageal junction adenocarcinomaPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125477&DrugName=CYRAMZA&ActiveIngred=RAMUCIRUMAB&SponsorApplicant=ELI%20LILLY%20AND%20CO&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm394107.htm,
2014,11,Sylvant,siltuximab,2014-04-23,"To treat patients with multicentric Castleman’s disease (MCD), a rare disorder similar to lymphoma (cancer of the lymph nodes)Press Release",https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125496&DrugName=SYLVANT&ActiveIngred=SILTUXIMAB&SponsorApplicant=JANSSEN%20BIOTECH&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm394522.htm,
2014,12,Zykadia,ceritinib,2014-04-29,To treat patients with a certain type of late-stage (metastatic) non-small cell lung cancer (NSCLC)Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205755&DrugName=ZYKADIA&ActiveIngred=CERITINIB&SponsorApplicant=NOVARTIS%20PHARMS&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm395299.htm,
2014,13,Zontivity,vorapaxar,2014-05-08,To reduce the risk of heart attacks and stroke in high-risk patientsPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204886&DrugName=ZONTIVITY&ActiveIngred=VORAPAXAR%20SULFATE&SponsorApplicant=MERCK%20SHARP%20DOHME&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm396585.htm,
2014,14,Entyvio,vedolizumab,2014-05-20,To treat adult patients with moderate to severe ulcerative colitis and adult patients with moderate to severe Crohn‘s diseasePress ReleaseDrug Trials Snapshot (Crohn's Disease)Drug Trials Snapshot (ulcerative colitis),https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125476&DrugName=ENTYVIO&ActiveIngred=VEDOLIZUMAB&SponsorApplicant=TAKEDA%20PHARMS%20USA&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm398065.htm,
2014,15,Dalvance,dalbavancin,2014-05-23,To treat adults with skin infectionsPress Release Drug Trials Snapshot,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=021883&DrugName=DALVANCE&ActiveIngred=DALBAVANCIN%20HYDROCHLORIDE&SponsorApplicant=DURATA%20THERAPS%20INTL&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm398724.htm,
2014,16,Jublia,efinaconazole,2014-06-06,Treat mild to moderate onychomycosis (fungal infection) No Press ReleaseDrug Trials Snapshot,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=203567&DrugName=JUBLIA&ActiveIngred=EFINACONAZOLE&SponsorApplicant=DOW%20PHARM&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,17,Sivextro (tablet)Sivextro (injection),tedizolid phosphate,2014-06-20,To treat adults with skin infectionsPress ReleaseDrug Trials Snapshot,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205435&DrugName=SIVEXTRO&ActiveIngred=TEDIXOLID%20PHOSPHATE&SponsorApplicant=CUBIST%20PHARMS&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm402174.htm,
2014,18,Beleodaq,belinostat,2014-07-03,To treat patients with peripheral T-cell lymphoma (PTCL) Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206256&DrugName=BELEODAQ&ActiveIngred=BELINOSTAT&SponsorApplicant=SPECTRUM%20PHARMS&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm403929.htm,
2014,19,Kerydin,tavaborole,2014-07-07,For the topical treatment of onychomycosis of the toenails (No Press Release),https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204427&DrugName=KERYDIN&ActiveIngred=TAVABOROLE&SponsorApplicant=ANACOR%20PHARMS%20INC&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,20,Zydelig,idelalisib,2014-07-23,To treat patients with trhee types of blood cancersPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206545&DrugName=ZYDELIG&ActiveIngred=IDELALISIB&SponsorApplicant=GILEAD%20SCIENCES%20INC&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm406387.htm,
2014,21,Striverdi Respimat,olodaterol,2014-07-31,To treat chronic obstructive pulmonary diseasePress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=203108&DrugName=Striverdi%20Respimat&ActiveIngred=Olodaterol%20Respimat&SponsorApplicant=BOEHRINGER%20INGELHEIM&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm407465.htm,
2014,22,Jardiance,empagliflozin,2014-08-01,To improve gylcemic control in adults with type 2 diabetesPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204629&DrugName=JARDIANCE&ActiveIngred=EMPAGLIFLOZIN&SponsorApplicant=BOEHRINGER%20INGELHEIM&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm407637.htm,
2014,23,Orbactiv,oritavancin,2014-08-06,To treat adults with skin infectionsPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206334&DrugName=ORBACTIV&ActiveIngred=ORITAVANCIN%20DIPHOSPHATE&SponsorApplicant=MEDICINES%20CO&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm408475.htm,
2014,24,Belsomra,suvorexant,2014-08-13,To treat difficulty in falling and staying asleep (insomnia)Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204569&DrugName=BELSOMRA&ActiveIngred=SUVOREXANT&SponsorApplicant=MERCK%20AND%20CO%20INC&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm409950.htm,
2014,25,Plegridy,peginterferon beta-1a,2014-08-15,For the treatment of patients with relapsing forms of multiple sclerosis,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125499&DrugName=PLEGRIDY&ActiveIngred=PEGINTERFERON%20BETA%2D1A&SponsorApplicant=BIOGEN%20IDEC%20INC&ProductMktStatus=1&goto=Search.DrugDetails,,
2014,26,Cerdelga,eliglustat,2014-08-19,For the long-term treatment of adult patients with the Type 1 form of Gaucher diseasePress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205494&DrugName=CERDELGA&ActiveIngred=ELIGLUSTAT&SponsorApplicant=GENZYME%20CORP&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm410585.htm,
2014,27,Keytruda,pembrolizumab,2014-09-04,For treatment of patients with advanced or unresectable melanoma who are no longer responding to other drugs.Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125514&DrugName=KEYTRUDA&ActiveIngred=PEMBROLIZUMAB&SponsorApplicant=MERCK%20SHARP%20DOHME&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm412802.htm,
2014,28,Movantik,naloxegol,2014-09-16,To treat opioid-induced constipation in adults with chronic non-cancer pain.Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=204760&DrugName=MOVANTIK&ActiveIngred=NALOXEGOL&SponsorApplicant=ASTRAZENECA%20PHARMS&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm414620.htm,
2014,29,Trulicity,dulaglutide,2014-09-18,To treat adults with type 2 diabetes.Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125469&DrugName=TRULICITY&ActiveIngred=DULAGLUTIDE&SponsorApplicant=ELI%20LILLY%20AND%20CO&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm415180.htm,
2014,30,Harvoni,ledipasvir/sofosbuvir,2014-10-10,To treat chronic hepatitis C virus (HCV) genotype 1 infectionPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205834&DrugName=HARVONI&ActiveIngred=LEDIPASVIR%3B%20SOFOSBUVIR&SponsorApplicant=GILEAD%20SCIENCES%20INC&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm418365.htm,
2014,31,Akynzeo,netupitant and palonosetron,2014-10-10,To treat nausea and vomiting in patients undergoing cancer chemotherapyPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205718&DrugName=AKYNZEO&ActiveIngred=NETUPITANT%3B%20PALONOSETRON%20HYDROCHLORIDE&SponsorApplicant=HELSINN%20HLTHCARE&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm418375.htm,
2014,32,Lumason,sulfur hexafluoride lipid microsphere,2014-10-10,For patients whose ultrasound image of the heart (echocardiograms) are hard to see with ultrasound wavesPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=203684&DrugName=LUMASON&ActiveIngred=SULFUR%20HEXAFLUORIDE%20LIPID%2DTYPE%20A%20MICROSPHERES&SponsorApplicant=BRACCO&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm418509.htm,
2014,33,Ofev,nintedanib,2014-10-15,For the treatment of idiopathic pulmonary fibrosis (IPF)Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=205832&DrugName=OFEV&ActiveIngred=NINTEDANIB&SponsorApplicant=BOEHRINGER%20INGELHEIM&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm418994.htm,
2014,34,Esbriet,pirfenidone,2014-10-15,For the treatment of idiopathic pulmonary fibrosis (IPF)Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=022535&DrugName=ESBRIET&ActiveIngred=PIRFENIDONE&SponsorApplicant=INTERMUNE%20INC&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm418991.htm,
2014,35,Blincyto,blinatumomab,2014-12-03,To treat patients with Philadelphia chromosome-negative precursor B-cell acute lymphoblastic leukemia (B-cell ALL)Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125557&DrugName=BLINCYTO&ActiveIngred=BLINATUMOMAB&SponsorApplicant=AMGEN&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm425549.htm,
2014,36,Xtoro,finafloxacin otic suspension,2014-12-17,"To treat acute otitis externa, commonly known as swimmer’s earPress Release",https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206307&DrugName=XTORO&ActiveIngred=FINAFLOXACIN&SponsorApplicant=ALCON%20RES%20LTD&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm427274.htm,
2014,37,Lynparza,olaparib,2014-12-19,To treat advanced ovarian cancerPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206162&DrugName=LYNPARZA&ActiveIngred=OLAPARIB&SponsorApplicant=ASTRAZENECA%20LP&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm427554.htm,
2014,38,Viekira Pak,"(ombitasvir, paritaprevir and ritonavir tablets co-packaged with dasabuvir tablets)",2014-12-19,"To treat patients with chronic hepatitis C virus (HCV) genotype 1 infection, including those with a type of advanced liver disease called cirrhosisPress Release",https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206619&DrugName=VIEKIRA%20PAK&ActiveIngred=OMBITASIVR%3B%20PARITAPREVIR%3B%20RITONAVIR%3B%20DASABUVIR&SponsorApplicant=ABBVIE%20INC&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm427530.htm,
2014,39,Zerbaxa,ceftolozane/tazobactam,2014-12-19,To treat adults with complicated intra-abdominal infections (cIAI) and complicated urinary tract infections (cUTI)Press Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206829&DrugName=ZERBAXA&ActiveIngred=CEFTOLOZANE%3BTAZOBACTAM&SponsorApplicant=CUBIST%20PHARMS%20INC&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm427534.htm,
2014,40,Rapivab,peramivir,2014-12-19,To treat influenza infection in adultsPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206426&DrugName=RAPIVAB&ActiveIngred=PERAMIVIR&SponsorApplicant=BIOCRYST%20PHARMACEUTICALS%20INC&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm427755.htm,
2014,41,Opdivo,nivolumab,2014-12-22,To treat patients with unresectable (cannot be removed by surgery) or metastatic (advanced) melanoma who no longer respond to other drugsPress Release,https://wayback.archive-it.org/7993/20161022052129/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125554&DrugName=OPDIVO&ActiveIngred=NIVOLUMAB&SponsorApplicant=BRISTOL%20MYERS%20SQUIBB&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052129/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm427716.htm,
2015,1,Savaysa,edoxaban,2015-01-08,To reduce the risk of stroke and dangerous blood clots (systemic embolism) in patients with atrial fibrillation that is not caused by a heart valve problemPress ReleaseDrug Trials Snapshot (atrial fibrillation) Drug Trials Snapshot (venous thromboembolism),https://wayback.archive-it.org/7993/20161022052128/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=206316&DrugName=SAVAYSA&ActiveIngred=EDOXABAN&SponsorApplicant=DAIICHI%20SANKYO&ProductMktStatus=1&goto=Search.Label_ApprovalHistory;SponsorApplicant=BRISTOL%20MYERS%20SQUIBB&ProductMktStatus=1&goto=Search.DrugDetails,https://wayback.archive-it.org//7993/20161022052128/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm429523.htm,
2015,2,Cosentyx,secukinumab,2015-01-21,To treat adults with moderate-to-severe plaque psoriasisPress ReleaseDrug Trials Snapshot,https://wayback.archive-it.org/7993/20161022052128/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125504&DrugName=COSENTYX&ActiveIngred=SECUKINUMAB&SponsorApplicant=NOVARTIS%20PHARMS%20CORP&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052128/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm430969.htm,
2015,3,Natpara,parathyroid horomone,2015-01-23,To control hypocalcemia (low blood calcium levels) in patients with hypoparathyroidismPress ReleaseDrug Trials Snapshot,https://wayback.archive-it.org/7993/20161022052128/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.Set_Current_Drug&ApplNo=125511&DrugName=NATPARA&ActiveIngred=PARATHYROID%20HORMONE&SponsorApplicant=NPS%20PHARMS%20INC&ProductMktStatus=1&goto=Search.Label_ApprovalHistory,https://wayback.archive-it.org//7993/20161022052128/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm431358.htm,
