year,drug_name,drug_link,drug_info,indication,stn,manufacturer,manufacturer_info,license_num,approval_date,biologics_id
2006,Procleix Ultrio,https://wayback.archive-it.org/7993/20170112095308/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm092027.htm,Nucleic Acid Test (NAT) for human immunodeficiency virus type 1 (HIV-1) RNA and hepatitis C virus (HCV) RNA,"Qualitative in vitro nucleic acid assay system to screen for human immunodeficiency virus type 1 (HIV-1) RNA and hepatitis C virus (HCV) RNA in plasma and serum specimens from individual human donors, including donors of whole blood and blood components, source plasma and other living donors. It is also intended for use in testing plasma and serum specimens to screen organ donors when specimens are obtained while the donor's heart is still beating, and in testing blood specimens from cadaveric (non-heart-beating) donors.",125113/0,"Gen-Probe, Inc","Gen-Probe, Inc 10210 Genetic Center Drive San Diego, California 92121 License 1592",1592,2006-10-03,157
2006,FluLaval,https://wayback.archive-it.org/7993/20170112095308/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm112845.htm,Influenza Virus Vaccine,Active immunization of adults 18 years of age and older against influenza disease caused by influenza virus subtypes A and type B contained in the vaccine,125163/0,ID Biomedical Corporation of Maryland,"ID Biomedical Corporation of Maryland 6996 Columbia Gateway Drive, Suite 103 Columbia , MD 21046-3303 License 1739",1739,2006-10-05,158
2006,Albumin (Human),https://wayback.archive-it.org/7993/20170112095308/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm127577.htm,,Restoration and maintenance of circulating blood volume where volume deficiency has been demonstrated and use of a colloid is appropriate,125154/0,Octapharma Pharmazeutika Produktionsgesm.b.H,"Octapharma Pharmazeutika Produktionsgesm.b.H Oberlaaer Strasse 235 A-1100 Vienna, Austria License 1646",1646,2006-10-17,159
2006,ORTHO T. cruzi ELISA Test System,https://wayback.archive-it.org/7993/20170112095308/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm085846.htm,Trypanosoma cruzi (T. cruzi)  Whole Cell Lysate Antigen,"Donor screening test to detect antibodies to T. cruzi in plasma and serum samples from individual human donors, including donors of whole blood, blood components or source plasma, and other living donors. It is also intended for use to screen organ and tissue donors when specimens are obtained while the donor's heart is still beating",125161/0,"Ortho-Clinical Diagnostics, Inc","Ortho-Clinical Diagnostics, Inc 1001 US Highway 202 Raritan, NJ 08869-0606 License 1236",1236,2006-12-13,160
2006,Source Plasma,,,For further manufacture,125246/0,"Talecris Plasma Resources, Inc.","Talecris Plasma Resources, Inc. 79 T.W. Alexander Dr 4101 Research Commons Research Triangle Park, NC License 1757",1757,2006-12-20,161
2007,Source Plasma,,,Merger of 14 different licensed establishments (owned by Grifols),125250/0,"PlasmaCare, Inc.","PlasmaCare, Inc. 1128 Main St., Suite 300 Cincinnati, OH 45202 License 1756",1756,2007-01-29,162
2007,"Human Immunodeficiency Virus, Type 1 (HIV-1) Reverse Transcription (RT) Polymerase Chain Reaction (PCR) assay",https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm093501.htm,,Detection of Human Immunodeficiency Virus RNA in Human Source Plasma samples by PCR,125100/0,BioLife Plasma Services L.P.,"BioLife Plasma Services L.P. One Baxter Pkwy DF3-1E Deerfield, IL 60015 License 1640",1640,2007-01-31,163
2007,Hepatitis C Virus (HCV) Reverse Transcription (RT) Polymerase Chain Reaction (PCR) assay),https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm148311.htm,,Detection of Hepatitis C Virus RNA in Human Source Plasma samples by PCR,125101/0,"BioLife Plasma Services, L.P.","BioLife Plasma Services, L.P. One Baxter Pkwy DF3-1E Deerfield, IL 60015 License 1640",1640,2007-02-09,164
2007,CEPROTIN,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089445.htm,Protein C Concentrate (Human),For patients with Severe Congenital Protein C Deficiency for the prevention and treatment of venous thrombosis and purpura fulminans,125234/0,Baxter Healthcare Corp,"Baxter Healthcare Corp One Baxter Way Westlake Village, CA 91362 License 140",140,2007-03-30,165
2007,HepaGam B,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089380.htm,Hepatitis B Immune Globulin Intravenous (Human),"For the prevention of Hepatitis B recurrence following liver transplantation in HBsAg-positive liver transplant patients. Also indicated for the treatment of acute exposure to blood containing HBsAg, perinatal exposure of infants born to HBsAg-positive mothers, sexual exposure to HBsAg-positive persons and household exposure to persons with acute HBV infection.",125237/0,Cangene Corp,"Cangene Corp 155 Innovation Dr. Winnipeg, Manitoba Canada License 1201",1201,2007-04-06,166
2007,"Influenza Virus Vaccine, H5N1",https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm094044.htm,,For active immunization of persons 18 through 64 years of age at increased risk of exposure to the H5N1 influenza virus subtype contained in the vaccine,125244/0,Sanofi Pasteur Inc.,"Sanofi Pasteur Inc. Discovery Drive Swiftwater, PA 18370 License 1725",1725,2007-04-17,167
2007,Source Plasma,,,"S/D/T platelet pheresis, leukocytes reduced and concurrent FFP, using COBE Trima Accel Collection System",125120/0,"Cumberland County Hospital System, Inc.","Cumberland County Hospital System, Inc. 3357 Village Dr Suite 150 Fayetteville, NC 20304-2000 License 1715",1715,2007-06-21,168
2007,ABBOTT PRISM HCV,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm085837.htm,"Hepatitis C Virus Encoded Antigens (Recombinant c100-3, HCr43, NS5)",For the qualitative detection of antibodies to hepatitis C virus (anti-HCV) in human serum and plasma specimens,103762/0,Abbott Laboratories,"Abbott Laboratories D-49C, AP6C/2 100 Abbott Park Road Chicago, IL 60064 License 0043",0043,2007-07-11,169
2007,Privigen,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089391.htm,"Immune Globulin Intravenous (Human), 10% Liquid",For treatment of Primary Immunodeficiency and treatment of chronic Immune Thrombocytopenic Purpura,125201/0,CSL Behring AG,"CSL Behring AG 1020 First Avenue King of Prussia, PA 19406-0901 License 1766",1766,2007-07-26,170
2007,Evithrom,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089449.htm,"Thrombin, Topical (Human)",An aid to hemostasis whenever oozing blood and minor bleeding from capillaries and small venules is accessible and control of bleeding by standard surgical techniques is ineffective or impractical,125247/0,"OMRIX Biopharmaceuticals, Ltd.","OMRIX Biopharmaceuticals, Ltd. 113 SE 5th St. Oak Island, NC 28465 License 1603",1603,2007-08-27,171
2007,cobas TaqScreen West Nile Virus Test for use with the cobas s 201 system,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm091785.htm,"West Nile Virus / Nucleic Acid, Pooled Testing/Synthetic [cobas TaqScreen West Nile Virus Test]","For the qualitative detection of West Nile Virus (WNV) RNA in plasma specimens from individual human donors, donors of whole blood and blood components, and other living donors. It is also intended for use in testing plasma specimens to screen organ donors when specimens are obtained while the donor's heart is still beating.",125245/0,"Roche Molecular Systems, Inc.","Roche Molecular Systems, Inc. 4300 Hacienda Drive P.O. Box 9002 Pleasanton, CA 94566-0990 License 1636",1636,2007-08-28,172
2007,ACAM2000,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm180810.htm,"Smallpox (Vaccinia) Vaccine, Live",Active immunization against smallpox disease for persons determined to be at high risk for smallpox infection,125158/0,Acambis Inc.,"Acambis Inc. 38 Sidney Street Cambridge, MA 02139 License No. 1733",No. 1733,2007-08-31,173
2007,ALBAclone Anti A (LA2)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-A (Murine Monoclonal),Licensure of Anti-A (Murine Monoclonal) from the cell line LA2,125129/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,174
2007,ALBAclone Anti B (LB3/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-B (Murine Monoclonal),Licensure of Anti-B (Murine Monclonal) from cell line LB3,125130/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,175
2007,"ALBAclone Anti A,B (LA2/LB3/ES15)/ Blood grouping reagent",https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,"Anti-A,B (Murine Monoclonal)","Licensure of Anti-A,B (Murine Monoclonal) from the cell lines LA2, LB3, ES15",125131/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,176
2007,ABLAclone Anti-D Alpha (LDM1) (LDM3)/ Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-D (Monoclonal) (IgM),Licensure of Blood Grouping Reagents Anti-D (Monoclonal)(IgM) from the cell line LDM1 and from the cell line LDM3,125132/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,177
2007,ABLAclone Anti-E (DEM1)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-E (Monoclonal),Licensure of Anti-E (Human/Murine Monoclonal) from the cell line DEM1,125133/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,178
2007,ABLAclone Anti-k (cellano) (LKL1)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-k (Murine Monoclonal),Licensure of Anti-k (cellano)(Murine Monoclonal) from the cell line LKL1,125135/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,179
2007,ALBAclone Anti-D Blend (LDM3/ESD1)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-D (Monoclonal Blend),Licensure of Anti-D (Monoclonal Blend) from the cell lines LDM3/ESD1,125144/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,180
2007,ALBAclone Anti-D Optimun (LDM1/ESD1-M)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-D (Monoclonal)(IgM Blend),Licensure of Anti-D (Monoclonal)(IgM Blend) from the cell lines LDM1/ESD1-M,125143/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,181
2007,ABLAclone Anti-Lub (LU2)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-Lub (Murine Monoclonal),Licensure of Anti-Lub (Murine Monoclonal) from the cell line LU2,125140/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,182
2007,ABLAclone Anti-Leb (LEB2)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-Leb (Murine Monoclonal),Licensure of Anti-Leb (Murine Monoclonal) from the cell line LEB2,125139/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,183
2007,ABLAclone Anti-Lea (LEA2)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-Lea (Murine Monoclonal),Licensure of Anti-Lea (Murine Monoclonal) from the cell line LEA2,125138/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,184
2007,ABLAclone Anti-N (LN3)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-N (Murine Monoclonal),Licensure of Anti-N (Murine Monoclonal) from the cell line LN3,125137/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,185
2007,ABLAclone Anti-M (LM1)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-M (Murine Monoclonal),Licensure of Anti-M (Murine Monoclonal) from the cell line LM1,125136/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,186
2007,ABLAclone Anti-c (H48)/Blood grouping reagent,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080608.htm,Anti-c (Monoclonal),Licensure of Anti-c (Human/Murine Monoclonal) from the cell line H48,125134/0,"Alba Bioscience, Inc","Alba Bioscience, Inc 801 Capitola Drive, Suite 9 Durham, NC 27703 License No. 1723",No. 1723,2007-09-14,187
2007,Afluria,https://wayback.archive-it.org/7993/20170112095255/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm094043.htm,Influenza Virus Vaccine,For active immunization of adults 18 years of age and older against influenza disease caused by influenza virus subtypes A and type B present in the vaccine,125254/0,CSL Ltd ACN,"CSL Ltd ACN 45 Poplar Road Parkville Victoria, 3052 Australia License No. 1764",No. 1764,2007-09-28,188
2007,Source Plasma,,,"Manufacture of WB, RBC, Autologous WB, Autologous RBC, FFP.",125263/0,Community Blood Center of the Carolinas,"Community Blood Center of the Carolinas 4447 South Boulevard Charlotte, NC 28209 License No. 1774",No. 1774,2007-12-05,189
2008,OLYMPUS PK System Blood Grouping and Phenotyping Reagents,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080655.htm,,For the in vitro detection and identification of human blood group antigens by direct agglutination,"125169/0,125170/0,125171/0,125172/0,125173/0,125174/0,125175/0,125176/0,125177/0,125186/0,125168/0",DIAGAST,DIAGAST 251 avenue EugÃ¨ne AvinÃ©e - BP 9 59374 Loos Cedex FRANCE License 1744,1744,2008-01-10,190
2008,ABBOTT PRISM HTLV-I/HTLV-II,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/InfectiousDisease/ucm090707.htm,Human T-Lymphotropic Virus Types I and II,"To be used as a screening test for individual human donors, including volunteer donors of whole blood and blood components, and other living donors for the presence of anti-HTLV-I/HTLV-II. It is also intended for use in testing blood and plasma to screen organ donors when specimens are obtained while the donor's heart is still beating.",103761 / 0,Abbott Laboratories,"Abbott Laboratories D-49C, AP6C/2 100 Abbott Park Road Chicago, IL 60064 License 0043",0043,2008-01-16,191
2008,RECOTHROM,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089451.htm,"Thrombin, topical (Recombinant)",An aid to hemostasis whenever oozing blood and minor bleeding from capillaries and small venules is accessible and control of bleeding by standard surgical techniques is ineffective or impractical,125248 / 0,"ZymoGenetics, Inc","ZymoGenetics, Inc 1201 Eastlake Avenue East Seattle, WA 98102 License 1758",1758,2008-01-17,192
2008,Red Blood Cells,,,"Licensure for CPD/AS-5 RBC and CPD/AS-5 Leukocytes-reduced RBC at St. Lukes Hospital Blood Bank, 1026 A Avenue, NE,Cedar Rapids, IA 52406-3026 (Registration Number 1970362). OTL Mississippi Valley Regional Blood Center U.S. Lic. 366; Reg. No. 3005754990; CLIA 16D038796.",125269/0,St. Luke's Hospital Blood Bank,"St. Luke's Hospital Blood Bank 1026 A Avenue, NE Cedar Rapids, IA 52406-3026 License 1782",1782,2008-02-20,193
2008,XYNTHA,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089069.htm,"Antihemophilic Factor (Recombinant), Plasma/Albumin Free",Control and prevention of bleeding episodes and for surgical prophylaxis in patients with hemophilia A.,125264/0,"Wyeth Pharmaceuticals, Inc","Wyeth Pharmaceuticals, Inc 401 North Middletown Road Pearl River, NY 10965 License 0003",0003,2008-02-21,194
2008,ARTISS ,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm089267.htm,Fibrin Sealant (Human),To adhere autologous skin grafts to surgically prepared wound beds resulting from burns in adult and pediatric populations,125266/0,Baxter Healthcare Corp,"Baxter Healthcare Corp One Baxter Way Westlake Village, CA 91362-3811 License 0140",0140,2008-03-19,195
2008,ROTARIX,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm133920.htm,"Rotavirus Vaccine, Live, Oral","Prevention of rotavirus gastroenteritis caused by G1 and non-G1 types (G3, G4, and G9) in infants and children when administered as a two-dose series between the ages of 6-24 weeks",125265/0,GlaxoSmithKline Biologicals,"GlaxoSmithKline Biologicals Rue de I'Institut 89 B1330 Rixensart, Belgium License 1617",1617,2008-04-03,196
2008,Pentacel,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm172502.htm,"Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Inactivated Poliovirus and Haemophilus b Conjugate (Tetanus Toxoid Conjugate) Vaccine","Active immunization against diphtheria, tetanus, pertussis, poliomyelitis and invasive disease caused by Haemophilus influenzae type b when administered to infants and children 6 weeks through 4 years of age (prior to fifth birthday)",125145/0,Sanofi Pasteur Limited,"Sanofi Pasteur Limited 1755 Steeles Avenue West Toronto, Ontario Canada License No. 1726",No. 1726,2008-06-20,197
2008,KINRIX,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/Vaccines/ApprovedProducts/ucm172495.htm,Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine,"Active immunization against diphtheria, tetanus, pertussis, and poliomyelitis as the fifth dose in the diphtheria, tetanus, and acellular pertussis (DTaP) vaccine series and the fourth dose in the inactivated poliovirus vaccine (IPV) series in children 4 through 6 years of age whose previous DTaP vaccine doses have been with INFANRIXÂ® and/or PEDIARIXÂ® for the first three doses and INFANRIXÂ® for the fourth dose",125260/0,GlaxoSmithKline Biologicals Rue de I'Institut 89,"GlaxoSmithKline Biologicals Rue de I'Institut 89 B1330 Rixensart, Belgium License No. 1617",No. 1617,2008-06-24,198
2008,Anti-Human Globulin,, (Murine Monoclonal)(For Further Manufacturing Use); anti-S (Monoclonal)(For Further Manufacturing Use),For shipment to -----(b)(4)---.,"125238/0,125239/0",Millipore ( UK) Ltd.,Millipore ( UK) Ltd. Fleming Road Livingston UK EH54 7BN License 1761,1761,2008-08-14,199
2008,"Blood Grouping Reagents, Anti-s (Monoclonal)(IgG)(For Further Manufacturing Use); Anti-P1(Murine Monoclonal)(IgM)(For Further Manufacturing Use); Anti-Fya(Monoclonal)(IgG)(For Further Manufacturing Use); Anti-C(Human Monoclonal)(IgM)(For Further Manufacturing Use)",,,For shipment to -----(b)(4)---.,"125209/0,125210/0,125211/0,125236/0",Diagast,"Diagast Parc Euransante 251, av. Eugene Avinee â BP9 Loos Cedex France 59374 License 1744",1744,2008-08-14,200
2008,Seraclone,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080638.htm,Blood Grouping Reagents and Anti-Human Globulin reagents,For the determination of the blood group antigens on red blood cells and detecting in vivo and /or in vitro coating of red blood cells using the tube test,"125213/0,125217/0,125219/0,125220/0,125221/0,125222/0,125223/0,125224/0,125225/0,125226/0,125227/0,125228/0,125229/0,125230/0,125231/0,125232/0,125233/0,125215/0,125242/0",Biotest Medical Diagnostics GmbH,Biotest Medical Diagnostics GmbH Industriestrasse 1 D-63303 Dreieich GERMANY License 1798,1798,2008-08-14,201
2008,Biotestcell,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080673.htm, and  Erytypecell Reagent Red Blood Cells; Reagent Red Blood Cells For Use in Automated Systems,Reagent Red Blood Cells are for use in manual tube testing and Reagent Red Blood Cells For Use in Automated Systems are for use on the TANGOÂ® optimo automated blood grouping and antibody test system.,"125207/0,125208/0",Biotest Medical Diagnostics GmbH,Biotest Medical Diagnostics GmbH Industriestrasse 1 D-63303 Dreieich GERMANY License 1798,1798,2008-08-14,202
2008,Erytype S,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080621.htm,Blood Grouping Reagents,For use on the ErytypeÂ® S Rh + K Type plate for Rh and Kell typing on the TANGOÂ® optimo automated blood grouping and antibody test system,"125202/0,125203/0,125204/0,125205/0,125206/0,125218/0",Biotest Medical Diagnostics GmbH,Biotest Medical Diagnostics GmbH Industriestrasse 1 D-63303 Dreieich GERMANY License 1798,1798,2008-08-14,203
2008,Seraclone,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080630.htm,Blood Grouping Reagent Anti-s (Monoclonal),For the determination of the blood group antigens on red blood cells using the tube test,125214/0,Biotest Medical Diagnostics GmbH,Biotest Medical Diagnostics GmbH Industriestrasse 1 D-63303 Dreieich GERMANY License 1798,1798,2008-08-14,204
2008,Seraclone,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080634.htm,Blood Grouping Reagent Anti-S (Monoclonal),For the determination of the blood group antigens on red blood cells using the tube test,125216/0,Biotest Medical Diagnostics GmbH,Biotest Medical Diagnostics GmbH Industriestrasse 1 D-63303 Dreieich GERMANY License 1798,1798,2008-08-14,205
2008,Seraclone,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm080625.htm,Blood Grouping Reagent Anti-Fy a  (Monoclonal),For the determination of the blood group antigens on red blood cells using the tube test,125212/0,Biotest Medical Diagnostics GmbH,Biotest Medical Diagnostics GmbH Industriestrasse 1 D-63303 Dreieich GERMANY License 1798,1798,2008-08-14,206
2008,Source Plasma,,,"New manufacturer in San Marcos, TX, FEI 3006521938.",125273/0,"DCI Biologicals San Marcos, LLC","DCI Biologicals San Marcos, LLC 1400 IH 35 South San Marcos , TX 78666 License 1784",1784,2008-09-03,207
2008,Source Plasma,,,"Acquisition of licensed centers for IBR PlasmaCenters, LLC from International BioResources, Inc.",125322/0,"IBR PlasmaCenters, LLC","IBR PlasmaCenters, LLC 1200 Camellia Boulevard Lafayette , LA 70508 License 1808",1808,2008-09-17,208
2008,Cinryze,https://wayback.archive-it.org/7993/20170112095245/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/ucm150480.htm,C1 Esterase Inhibitor (Human),For routine prophylaxis against angioedema attacks in patients with Hereditary Angioedema (HAE).,125267/0,"Lev Pharmaceuticals, Inc.","Lev Pharmaceuticals, Inc. 730 Stockton Drive Exton , PA 19341 License 1780",1780,2008-10-10,209
2008,Source Plasma,,,"New facility in Austin, Texas, FEI 3006605566",125275/0,"DCI Biologicals Austin, LLC","DCI Biologicals Austin, LLC 5789 Airport Blvd. Austin , TX 78752 License 1788",1788,2008-12-18,210
