year,year_approval_count,drug_name,active_ingredient,approval_date,approved_use,drug_link,press_release,drug_trials_snapshot
2015,18,Praluent,alirocumab,2015-07-24,To treat certain patients with high cholesterolDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125559,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-praluent
2015,19,Odomzo,sonidegib,2015-07-24,"To treat patients with locally advanced basal cell carcinoma that has recurred following surgery or radiation therapy, or who are not candidates for surgery or radiation therapy.Drug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205266,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-odomzo
2015,20,Daklinza,daclatasvir,2015-07-24,To treat chronic hepatitis C virus (HCV) genotype 3 infectionsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206843,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-daklinza
2015,21,Addyi,flibanserin,2015-08-18,"To treat acquired, generalized hypoactive sexual desire disorder (HSDD) in premenopausal womenDrug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022526,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-addyi
2015,22,Repatha,evolocumab,2015-08-27,To treat certain patients with high cholesterolDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125522,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-repatha
2015,23,Varubi,rolapitant,2015-09-01,To prevent delayed phase chemotherapy-induced nausea and vomiting (emesis)Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206500,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-varubi
2015,24,Xuriden,uridine triacetate,2015-09-04,To treat patients with hereditary orotic aciduriaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208169,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-xuriden
2015,25,Vraylar,cariprazine,2015-09-17,To treat schizophrenia and bipolar disorder in adultsDrug Trials Snapshot for the treatment of bipolar disorderDrug Trials Snapshot for the treatment of schizophrenia,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204370,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-vraylar-treatment-schizophrenia
2015,26,Lonsurf,trifluridine and tipiracil,2015-09-22,To treat patients with an advanced form of colorectal cancer who are no longer responding to other therapiesDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207981,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-lonsurf
2015,27,Tresiba,insulin degludec injection,2015-09-25,To improve blood sugar (glucose) control in adults with diabetes mellitusDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=203314,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-tresiba
2015,28,Aristada,aripiprazole lauroxil,2015-10-05,To treat adults with schizophreniaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207533,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-aristada
2015,29,Praxbind,idarucizumab,2015-10-16,For use in patients who are taking the anticoagulant Pradaxa (dabigatran) during emergency situations when there is a need to reverse Pradaxa’s blood-thinning effects.Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761025,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-praxbind
2015,30,Veltassa,patiromer for oral suspension,2015-10-21,"To treat hyperkalemia, a serious condition in which the amount of potassium in the blood is too high.Drug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205739,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-veltassa
2015,31,Yondelis,trabectedin,2015-10-23,To treat specific soft tissue sarcomas (STS) – liposarcoma and leiomyosarcoma – that cannot be removed by surgery (unresectable) or is advanced (metastatic). Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207953,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-yondelis
2015,32,Strensiq,asfotase alfa,2015-10-23,"To treat perinatal, infantile and juvenile-onset hypophosphatasia (HPP).Drug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125513,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-strensiq
2015,33,Nucala,mepolizumab,2015-11-04,For use with other asthma medicines for the maintenance treatment of asthma in patients age 12 years and older.Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125526,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-nucala
2015,34,Genvoya,"a fixed-dose combination tablet containing elvitegravir, cobicistat, emtricitabine, and tenofovir alafenamide",2015-11-05,For use as a complete regimen for the treatment of HIV-1 infection in adults and pediatric patients 12 years of age and olderDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207561,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-genvoya
2015,35,Cotellic,cobimetinib,2015-11-10,"To be used in combination with vemurafenib to treat advanced melanoma that has spread to other parts of the body or can’t be removed by surgery, and that has a certain type of abnormal gene (BRAF V600E or V600K mutation)Drug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206192,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-cotellic
2015,36,Tagrisso,osimertinib,2015-11-13,To treat certain patients with non-small cell lung cancerDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208065,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-tagrisso
2015,37,Darzalex,daratumumab,2015-11-16,To treat patients with multiple myeloma who have received at least three prior treatments.Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761036,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-darzalex
2015,38,Ninlaro,ixazomib,2015-11-20,To treat people with multiple myeloma who have received at least one prior therapyDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208462,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-ninlaro
2015,39,Portrazza,necitumumab,2015-11-24,To treat patients with advanced (metastatic) squamous non-small cell lung cancer (NSCLC) who have not previously received medication specifically for treating their advanced lung cancerDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125547,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-portrazza
2015,40,Empliciti,elotuzumab,2015-11-30,To treat people with multiple myeloma who have received one to three prior medicationsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761035,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-empliciti
2015,41,Kanuma,sebelipase alfa,2015-12-08,To treat patients with a rare disease known as lysosomal acid lipase (LAL) deficiencyDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125561,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-kanuma
2015,42,Alecensa,alectinib,2015-12-11,To treat ALK-positive lung cancerDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208434,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-alecensa
2015,43,Bridion,sugammadex,2015-12-15,To reverse effects of neuromuscular blocking drugs used during surgeryDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022225,,
2015,44,Uptravi,selexipag,2015-12-21,To treat pulmonary arterial hypertensionDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207947,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-uptravi
2015,45,Zurampic,lesinurad,2015-12-22,To treat high blood uric acid levels associated with goutDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207988,,
2016,1,Zepatier,elbasvir and grazoprevir,2016-01-28,To treat patients with chronic hepatitis C virus (HCV) genotypes 1 and 4 infections in adult patients.Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208261,https://www.fda.gov/news-events/press-announcements/fda-approves-zepatier-treatment-chronic-hepatitis-c-genotypes-1-and-4,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-zepatier
2016,2,Briviact,brivaracetam,2016-02-18,To treat partial onset seizures in patients age 16 years and older with epilepsy.Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205836,https://www.fda.gov/news-events/press-announcements/fda-approves-briviact-treat-partial-onset-seizures,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-briviact
2016,3,Anthim,obiltoxaximab,2016-03-18,To treat inhalational anthrax in combination with appropriate antibacterial drugs.Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125509,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-inhalation-anthrax,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-praluent
2016,4,Taltz,ixekizumab,2016-03-22,To treat adults with moderate-to-severe plaque psoriasis. Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=125521,https://www.fda.gov/news-events/press-announcements/fda-approves-new-psoriasis-drug-taltz,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-taltz
2016,5,Cinqair,reslizumab,2016-03-23,To treat severe asthmaPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761033,https://www.fda.gov/news-events/press-announcements/fda-approves-cinqair-treat-severe-asthma,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-cinqair
2016,6,Defitelio,defibrotide sodium,2016-03-30,To treat adults and children who develop hepatic veno-occlusive disease with additional kidney or lung abnormalities after they receive a stem cell transplant from blood or bone marrow called hematopoietic stem cell transplantationPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208114,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-rare-disease-patients-who-receive-stem-cell-transplant-blood-or-bone,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-defitelio
2016,7,Venclexta,venetoclax,2016-04-11,For chronic lymphocytic leukemia in patients with a specific chromosomal abnormalityPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208573,https://www.fda.gov/news-events/press-announcements/fda-approves-new-drug-chronic-lymphocytic-leukemia-patients-specific-chromosomal-abnormality,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-venclexta
2016,8,Nuplazid,pimavanserin,2016-04-29,To treat hallucinations and delusions associated with psychosis experienced by some people with Parkinson’s diseasePress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207318,https://www.fda.gov/news-events/press-announcements/fda-approves-first-drug-treat-hallucinations-and-delusions-associated-parkinsons-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-nuplazid
2016,9,Tecentriq,atezolizumab,2016-05-18,"To treat urothelial carcinoma, the most common type of bladder cancerPress ReleaseDrug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761034,https://www.fda.gov/news-events/press-announcements/fda-approves-new-targeted-treatment-bladder-cancer,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-tecentriq
2016,10,Zinbryta,daclizumab,2016-05-27,To treat multiple sclerosisPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761029,https://www.fda.gov/news-events/press-announcements/fda-approves-zinbryta-treat-multiple-sclerosis,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-zinbryta
2016,11,Ocaliva,obeticholic acid,2016-05-27,"To treat rare, chronic liver diseasePress releaseDrug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207999,https://www.fda.gov/news-events/press-announcements/fda-approves-ocaliva-rare-chronic-liver-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-ocaliva
2016,12,Axumin,fluciclovine F 18,2016-05-27,A  new diagnostic imaging agent to detect recurrent prostate cancerPress releaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208054,https://www.fda.gov/news-events/press-announcements/fda-approves-new-diagnostic-imaging-agent-detect-recurrent-prostate-cancer,
2016,13,NETSPOT,gallium Ga 68 dotatate,2016-06-01,A diagnostic imaging agent to detect rare neuroendocrine tumorsPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208547,https://www.fda.gov/news-events/press-announcements/fda-approves-new-diagnostic-imaging-agent-detect-rare-neuroendocrine-tumors,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-netspot
2016,14,Epclusa,sofosbuvir and velpatasvir,2016-06-28,To treat all six major forms of hepatitis C virusPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208341,https://www.fda.gov/news-events/press-announcements/fda-approves-epclusa-treatment-chronic-hepatitis-c-virus-infection,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-epclusa
2016,15,Xiidra,lifitegrast ophthalmic solution,2016-07-11,To treat the signs and symptoms of dry eye diseasePress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208073,https://www.fda.gov/news-events/press-announcements/fda-approves-new-medication-dry-eye-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-xiidra
2016,16,Adlyxin,lixisenatide,2016-07-27,To improve glycemic control (blood sugar levels)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208471,https://www.fda.gov/news-events/press-announcements/fda-approves-adlyxin-treat-type-2-diabetes,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-adlyxin
2016,17,Exondys 51,eteplirsen,2016-09-19,To treat patients with Duchenne muscular dystrophyPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206488,https://www.fda.gov/news-events/press-announcements/fda-grants-accelerated-approval-first-drug-duchenne-muscular-dystrophy,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-exondys-51
2016,18,Lartruvo,olaratumab,2016-10-19,To treat adults with certain types of soft tissue sarcomaPress Release Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761038,https://www.fda.gov/news-events/press-announcements/fda-grants-accelerated-approval-new-treatment-advanced-soft-tissue-sarcoma,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-lartruvo
2016,19,Zinplava,bezlotoxumab,2016-10-21,To reduce the recurrence of Clostridium difficile infection in patients aged 18 years or olderDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761046,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-zinplava
2016,20,Eucrisa,crisaborole,2016-12-14,To treat mild to moderate eczema (atopic dermatitis) in patients two years of age and olderPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207695,https://www.fda.gov/news-events/press-announcements/fda-approves-eucrisa-eczema,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-eucrisa
2016,21,Rubraca,rucaparib,2016-12-19,To treat women with a certain type of ovarian cancerPress Release Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209115,https://www.fda.gov/news-events/press-announcements/fda-grants-accelerated-approval-new-treatment-advanced-ovarian-cancer,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-rubraca
2016,22,Spinraza,nusinersen,2016-12-23,To treat children and adults with spinal muscular atrophy (SMA)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209531,https://www.fda.gov/news-events/press-announcements/fda-approves-first-drug-spinal-muscular-atrophy,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-spinraza
2017,1,Trulance,plecanatide,2017-01-19,To treat Chronic Idiopathic Constipation (CIC) in adult patients.Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208745,https://www.fda.gov/news-events/press-announcements/fda-approves-trulance-chronic-idiopathic-constipation,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-trulance
2017,2,Parsabiv,etelcalcetide,2017-02-07,To treat secondary hyperparathyroidism in adult patients with chronic kidney disease undergoing dialysisDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208325,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-parsabiv
2017,3,Emflaza,deflazacort,2017-02-09,To treat patients age 5 years and older with Duchenne muscular dystrophy (DMD)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208684,https://www.fda.gov/news-events/press-announcements/fda-approves-drug-treat-duchenne-muscular-dystrophy,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-emflaza
2017,4,Siliq,brodalumab,2017-02-15,To treat adults with moderate-to-severe plaque psoriasisPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761032,https://www.fda.gov/news-events/press-announcements/fda-approves-new-psoriasis-drug,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-siliq
2017,5,Xermelo,telotristat ethyl,2017-02-28,To treat carcinoid syndrome diarrheaPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208794,https://www.fda.gov/news-events/press-announcements/fda-approves-xermelo-carcinoid-syndrome-diarrhea,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-xermelo
2017,6,Kisqali,ribociclib,2017-03-13,To treat postmenopausal women with a type of advanced breast cancerDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209092,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-kisqali
2017,7,Xadago,safinamide,2017-03-21,To treat Parkinson’s diseasePress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207145,https://www.fda.gov/news-events/press-announcements/fda-approves-drug-treat-parkinsons-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-xadago
2017,8,Bavencio,avelumab,2017-03-23,To treat metastatic Merkel cell carcinomaPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761049,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-rare-form-skin-cancer,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-bavencio
2017,9,Symproic,naldemedine,2017-03-23,For the treatment of opioid-induced constipationDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208854,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-symproic
2017,10,Zejula,niraparib,2017-03-27,"For the maintenance treatment for recurrent epithelial ovarian, fallopian tube or primary peritoneal cancersPress ReleaseDrug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208447,https://www.fda.gov/news-events/press-announcements/fda-approves-maintenance-treatment-recurrent-epithelial-ovarian-fallopian-tube-or-primary-peritoneal,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-zejula
2017,11,Dupixent,dupilumab,2017-03-28,To treat adults with moderate-to-severe eczema (atopic dermatitis)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761055,https://www.fda.gov/news-events/press-announcements/fda-approves-new-eczema-drug-dupixent,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-dupixent
2017,12,Ocrevus,ocrelizumab,2017-03-28,To treat patients with relapsing and primary progressive forms of multiple sclerosisPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761053,https://www.fda.gov/news-events/press-announcements/fda-approves-new-drug-treat-multiple-sclerosis,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-ocrevus
2017,13,Austedo,deutetrabenazine,2017-04-03,For the treatment of chorea associated with Huntington’s disease Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208082,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-austedo
2017,14,Ingrezza,valbenazine,2017-04-11,To treat adults with tardive dyskinesia Press Release  Drug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209241,https://www.fda.gov/news-events/press-announcements/fda-approves-first-drug-treat-tardive-dyskinesia,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-ingrezza
2017,15,Brineura,cerliponase alfa,2017-04-27,To treat a specific form of Batten diseasePress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761052,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-form-batten-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-brineura
2017,16,Alunbrig,brigatinib,2017-04-28,To treat patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinibDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208772,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-alunbrig
2017,17,Rydapt,midostaurin,2017-04-28,"To treat acute myeloid leukemia, advanced systemic mastocytosisPress ReleaseDrug Trials Snapshot for advanced systemic mastocytosisDrug Trials Snapshot for acute Myeloid leukemia",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207997,https://www.fda.gov/news-events/press-announcements/fda-approves-new-combination-treatment-acute-myeloid-leukemia,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-rydapt
2017,18,Tymlos,abaloparatide,2017-04-28,To treat osteoporosis in postmenopausal women at high risk of fracture or those who have failed other therapiesDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208743,,
2017,19,Imfinzi,durvalumab,2017-05-01,To treat patients with locally advanced or metastatic urothelial carcinomaWeb PostDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761069,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-imfinzi
2017,20,Radicava,edaravone,2017-05-05,To treat patients with amyotrophic lateral sclerosis (ALS)Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209176,https://www.fda.gov/news-events/press-announcements/fda-approves-drug-treat-als,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-radicava
2017,21,Kevzara,sarilumab,2017-05-22,To treat adult rheumatoid arthritisDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761037,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-kevzara
2017,22,Baxdela,delafloxacin,2017-06-19,To treat patients with acute bacterial skin infectionsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208610,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-baxdela
2017,23,Bevyxxa,betrixaban,2017-06-23,For the prophylaxis of venous thromboembolism (VTE) in adult patients hospitalized for an acute medical illnessDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208383,,
2017,24,Tremfya,guselkumab,2017-07-13,For the treatment of adult patients with moderate-to-severe plaque psoriasisDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761061,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-tremfya
2017,25,Nerlynx,neratinib maleate,2017-07-17,To reduce the risk of breast cancer returningPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=208051,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-reduce-risk-breast-cancer-returning,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-nerlynx
2017,26,Vosevi,"sofosbuvir, velpatasvir and voxilaprevir",2017-07-18,To treat adults with chronic hepatitis C virusPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209195,https://www.fda.gov/news-events/press-announcements/fda-approves-vosevi-hepatitis-c,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-vosevi
2017,27,Idhifa,enasidenib,2017-08-01,To treat relapsed or refractory acute myeloid leukemiaPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=209606,https://www.fda.gov/news-events/press-announcements/fda-approves-new-targeted-treatment-relapsed-or-refractory-acute-myeloid-leukemia,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-idhifa
